date,startup,vertical,subvertical,city,investors,round,amount,Remarks,month
2016-02-09,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,0.0,,2.0
2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,1.832,,2.0
2016-02-10,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,0.0,,2.0
2016-02-10,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,10.992,,2.0
2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,1.374,,2.0
2016-02-10,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,0.0,,2.0
2016-02-10,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,0.0,,2.0
2016-02-10,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,0.0,,2.0
2016-02-10,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,0.0,,2.0
2016-02-12,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,1.145,,2.0
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,9.16,,2.0
2016-02-12,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,9.16,,2.0
2016-02-12,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,36.64,,2.0
2016-01-01,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,0.0,,1.0
2016-01-01,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,0.0,,1.0
2016-01-04,DogSpot,ECommerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Funding,0.0,,1.0
2016-01-04,Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,0.0,,1.0
2016-01-04,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,54.96,,1.0
2016-01-05,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.0,,1.0
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,0.916,,1.0
2016-01-05,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,0.0,,1.0
2016-01-05,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding,1.374,,1.0
2016-01-05,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,45.8,,1.0
2016-01-06,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,0.0,,1.0
2016-01-06,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,0.0,,1.0
2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,6.87,,1.0
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,9.16,,1.0
2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,1.374,,1.0
2016-01-06,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,27.48,,1.0
2016-01-06,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,6.87,,1.0
2016-01-07,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,0.0,,1.0
2016-01-07,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Funding,0.0,,1.0
2016-01-07,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,1.4656,,1.0
2016-01-07,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,0.916,,1.0
2016-01-07,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,1648.7999999999997,,1.0
2016-01-08,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,45.8,,1.0
2016-01-08,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,2.29,,1.0
2016-01-08,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,0.41219999999999996,,1.0
2016-01-08,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,Seed Funding,0.0,,1.0
2016-01-09,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,0.0,,1.0
2016-01-11,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,49.46399999999999,,1.0
2016-01-11,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,0.0,,1.0
2016-01-11,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,151.14,,1.0
2016-01-11,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,9.16,,1.0
2016-01-11,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,0.0,,1.0
2016-01-12,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,916.0,,1.0
2016-01-12,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,0.0,,1.0
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,21.068,,1.0
2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,2.29,,1.0
2015-12-01,CollegeDekho,Online Education Information platform,,Jaipur,GirnarSoft,Seed Funding,9.16,,12.0
2015-12-01,Black White Orange Brands,Brand Licensing Startup,,Mumbai,YouWeCan Ventures,Seed Funding,0.0,,12.0
2015-12-01,Biteclub,Gourmet Food Discovery & Delivery platform,,Gurgaon,growX ventures,Private Equity,0.0,Pre-Series A,12.0
2015-12-01,Patel Logistics,Transportation & Logistics Platform,,Mumbai,Frontline Strategy,Private Equity,51.29599999999999,,12.0
2015-12-01,Wigzo,Enterprise Marketing Automation platform,,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,4.58,Pre-Series A,12.0
2015-12-01,Zapluk,"Health, Wellness & Beauty Services App",,Hyderabad,undisclosed,Seed Funding,0.0,,12.0
2015-12-01,Godof Hospitals,Digital Healthcare,,New Delhi,Pankaj Gupta,Seed Funding,18.32,,12.0
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,13.74,,12.0
2015-12-02,Kaaryah,Womens Fashion Wear Portal,,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,0.0,Pre-Series A,12.0
2015-12-03,Anakage,Product Learning platform,,Bangalore,CIO Angel Network (CAN),Seed Funding,0.0,,12.0
2015-12-03,EasyKhaana,Online Food ordering & Delivery platform,,New Delhi,Undisclosed investors,Seed Funding,0.916,,12.0
2015-12-03,Shuttl,App based Bus Pooling Services,,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,183.2,Series B,12.0
2015-12-03,Eckovation,Social Learning Platform,,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,0.0,,12.0
2015-12-03,Fitcircle,Social Fitness platform,,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,0.0,Pre-Series A,12.0
2015-12-04,Applop,On Demand Mobile app developer,,Kolkata,GHV Accelerator,Seed Funding,0.916,,12.0
2015-12-04,CaRPM,Car Maintenance & Management mobile app,,Gurgaon,GHV Accelerator,Seed Funding,0.916,,12.0
2015-12-04,NDTV Wedding portal,Online Wedding Marketplace,,New Delhi,CerraCap,Private Equity,183.2,Series A,12.0
2015-12-04,Splitkart,Splitting Bills Mobile App,,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,0.0,,12.0
2015-12-07,Zenatix,IOT Energy Management Analytics platform,,Gurgaon,Blume Ventures,Private Equity,0.0,Pre-Series A,12.0
2015-12-07,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Agnus Capital,Private Equity,41.22,Series A,12.0
2015-12-07,Faasos,QSR Chain,,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,274.8,Series C,12.0
2015-12-07,Vlurn,eLearning platform,,Mumbai,Vidyadhar Sarfare,Seed Funding,0.0,,12.0
2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,2.29,,12.0
2015-12-07,Coolshare,Cab Sharing service Mobile app,,Mumbai,Gopal Aggarwal,Seed Funding,0.916,,12.0
2015-12-08,mFicient,Cloud Enterprise Mobility Platform,,New Delhi,Undisclosed investors,Seed Funding,0.0,,12.0
2015-12-08,HeyBiz,Online Shopping Assistant Mobile app,,New Delhi,Shopclues,Seed Funding,0.0,Strategic Funding,12.0
2015-12-08,Yumist,Home Cooked Food Order & Delivery platform,,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,18.32,Series A,12.0
2015-12-09,Jigsaw Academy,Online School for Analytics learning,,Bangalore,Manipal Global Education Services,Private Equity,27.48,Series A,12.0
2015-12-09,JoeHukum,Chat based personal Assistant App,,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,0.0,,12.0
2015-12-09,Voxweb,Picture creation & Social mobile app,,Mumbai,Undisclosed Investor,Seed Funding,3.2059999999999995,,12.0
2015-12-09,Aye Finance,Nonbanking finance company,,New Delhi,"SAIF Partners, Accion",Private Equity,27.48,Series B,12.0
2015-12-09,JumboBasket,eCommerce returns etailer,,Chandigarh,Chandigarh Angels Network,Seed Funding,0.0,,12.0
2015-12-10,BlackBuck,Online Freight Services Aggregator,,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,229.0,Series B,12.0
2015-12-10,HomeStudio,Online Branded Furniture etailer,,Bangalore,Bren Corporation,Private Equity,45.8,Series A,12.0
2015-12-10,PropheSee,Digital Analytics Platform,,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,4.58,,12.0
2015-12-10,i2e1,Internet Network Infrastructure Services,,New Delhi,GrowX Ventures,Seed Funding,4.58,,12.0
2015-12-10,Holisol Logistics,Supply Chain & Logistics Solutions,,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,91.6,,12.0
2015-12-10,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,0.0,,12.0
2015-12-10,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mitesh Majithia,Private Equity,22.9,Pre-Series A,12.0
2015-12-10,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,641.2,Series A,12.0
2015-12-11,EureQa,Test Automation SAAS platform,,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,5.496,,12.0
2015-12-11,LocalCircles,Citizens Engagement Platform,,Noida,Anand Mahindra,Private Equity,0.0,,12.0
2015-12-11,GetFocus,Indoor Navigation & Analytics Solutions,,Mumbai,Undisclosed investors,Seed Funding,0.0,,12.0
2015-12-11,UrbanClap,Hyperlocal On-Demand Household Services platform,,Gurgaon,Ratan Tata,Private Equity,0.0,,12.0
2015-12-11,OnlineRTI,Online RTI application services,,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,1.374,,12.0
2015-12-11,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,0.0,,12.0
2015-12-11,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,9.16,,12.0
2015-12-11,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,0.0,Yet to Launch platform,12.0
2015-11-02,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,1.832,,11.0
2015-11-02,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed Funding,6.87,,11.0
2015-11-03,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private Equity,0.0,Bridge funding,11.0
2015-11-03,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,Ratan Tata,Private Equity,0.0,,11.0
2015-11-03,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,45.8,Series B,11.0
2015-11-03,oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,1.374,,11.0
2015-11-03,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed Funding,3.5266,Funding happened in Sept 2015,11.0
2015-11-03,LoanBaba,Online Loans Marketplace,,Mumbai,undisclosed,Seed Funding,2.9312,,11.0
2015-11-03,Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Dheeraj Jain & Others,Seed Funding,4.58,,11.0
2015-11-03,Bidgely,Efficient Energy Management platform,,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,152.056,Series B,11.0
2015-11-04,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed Funding,2.29,,11.0
2015-11-04,Paytunes,Voice Call incentivization mobile app,,New Delhi,CIO Angel Network,Seed Funding,0.0,,11.0
2015-11-04,YourDOST,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,3.664,,11.0
2015-11-05,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed Funding,1.374,,11.0
2015-11-05,MyIndianStay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed Funding,1.832,,11.0
2015-11-05,Bobble,Selfie Mobile App,,New Delhi,SAIF Partners & others,Private Equity,0.0,Series A,11.0
2015-11-06,RepUp,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed Funding,0.0,,11.0
2015-11-06,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,16.488,Pre-Series A Bridge,11.0
2015-11-06,POPxo.com,Online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,18.32,Series A,11.0
2015-11-06,SparesHub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,4.2136,Pre-Series A,11.0
2015-11-06,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,4.4884,Pre-Series A,11.0
2015-11-06,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,0.0,2nd seed funding,11.0
2015-11-06,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,137.4,Series A,11.0
2015-11-09,AppVirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,4.58,Pre-Series A,11.0
2015-11-09,iStar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,13.74,Series A,11.0
2015-11-09,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,9.16,Pre-Series A,11.0
2015-11-09,Zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,17.404,Series A,11.0
2015-11-09,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,1.374,,11.0
2015-11-09,Skoov.com,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,1.374,,11.0
2015-11-10,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,54.96,Series A,11.0
2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,0.0,,11.0
2015-11-11,Delight Foods,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,5.496,Series A,11.0
2015-11-11,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,0.0,,11.0
2015-11-11,RenewBuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,4.58,,11.0
2015-11-11,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,0.0,,11.0
2015-11-12,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,2.29,,11.0
2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0.0,,10.0
2015-10-01,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,0.0,,10.0
2015-10-01,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,0.0,,10.0
2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,3.2059999999999995,,10.0
2015-10-01,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,0.0,Strategic Investment,10.0
2015-10-01,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,0.0,,10.0
2015-10-02,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,18.32,Series A,10.0
2015-10-03,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,54.96,Series A,10.0
2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,87.02,Series B,10.0
2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,137.4,Series B,10.0
2015-10-05,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,9.16,Pre-Series A Bridge round,10.0
2015-10-05,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,1.374,,10.0
2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,6.411999999999999,,10.0
2015-10-06,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,4.58,Pre-Series A,10.0
2015-10-06,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,91.6,Series B,10.0
2015-10-06,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,0.0,,10.0
2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4.58,Bridge Round,10.0
2015-10-06,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,54.96,Pre-Series A,10.0
2015-10-07,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,27.48,Series A,10.0
2015-10-07,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,0.0,,10.0
2015-10-07,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,183.2,Strategic Funding (Series C),10.0
2015-10-07,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0.0,Strategic Funding,10.0
2015-10-07,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0.0,Series A,10.0
2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,18.32,Series A,10.0
2015-10-08,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,70.532,Series A,10.0
2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0.0,Series B,10.0
2015-10-08,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,91.6,Series B,10.0
2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.8396,,10.0
2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.6412,,10.0
2015-10-09,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,0.0,Pre-Series A,10.0
2015-10-09,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,73.28,Series A,10.0
2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.748,,10.0
2015-10-09,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0.0,Strategic Funding,10.0
2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,9.16,,10.0
2015-10-09,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,0.70532,,10.0
2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.7404,,10.0
2015-10-12,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0.0,Series A,10.0
2015-10-12,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,0.0,,10.0
2015-10-12,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.916,,10.0
2015-10-12,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0.0,Series A,10.0
2015-10-12,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0.0,Series A,10.0
2015-09-01,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.916,,9.0
2015-09-01,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,0.0,Strategic Investment (Majority Stake),9.0
2015-09-01,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,9.16,Series A,9.0
2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,8.244,Series A,9.0
2015-09-02,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,0.0,Part of Series A raised in June 2015,9.0
2015-09-02,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,366.4,Series C,9.0
2015-09-02,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,412.19999999999993,Series D,9.0
2015-09-03,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,2.3816,,9.0
2015-09-03,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,0.0,,9.0
2015-09-03,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,366.4,,9.0
2015-09-03,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.0,,9.0
2015-09-04,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.374,,9.0
2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,0.916,,9.0
2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,18.32,,9.0
2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,5.496,,9.0
2015-09-07,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.8778,,9.0
